ts,monotonic_s,gpu_util_pct,vram_used_mib,power_w,temp_c,sm_clock_mhz,cpu_util_pct,load1,cpu0_pct,cpu1_pct,cpu2_pct,cpu3_pct,cpu4_pct,cpu5_pct,cpu6_pct,cpu7_pct,cpu8_pct,cpu9_pct,cpu10_pct,cpu11_pct,cpu12_pct,cpu13_pct,cpu14_pct,cpu15_pct,cpu16_pct,cpu17_pct,cpu18_pct,cpu19_pct,cpu20_pct,cpu21_pct,cpu22_pct,cpu23_pct,ram_used_gib,ram_available_gib,swap_used_gib,io_read_mb_s,io_write_mb_s,net_rx_kb_s,net_tx_kb_s
2026-06-12T14:22:44+05:30,0.002,,,,,,42.900,14.707,0.000,0.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,14.928,42.416,5.090,0.000,0.000,507.111,22.107
2026-06-12T14:22:45+05:30,1.003,0.000,42.000,16.120,51.000,210.000,48.900,14.707,37.800,44.300,38.100,41.200,42.300,41.800,57.600,56.600,76.000,76.000,44.800,39.600,35.400,28.400,35.100,61.200,61.200,38.100,59.200,83.800,54.000,39.800,37.400,42.000,14.880,42.463,5.090,0.000,0.023,1954.509,1777.940
2026-06-12T14:22:46+05:30,2.003,0.000,42.000,16.130,51.000,210.000,47.600,14.707,36.700,50.000,41.800,39.600,53.100,41.700,50.500,44.900,58.800,49.000,39.600,44.300,61.200,41.200,36.700,40.800,52.600,42.000,28.600,100.000,47.000,45.400,54.100,42.300,14.915,42.427,5.090,0.203,0.676,2305.831,2037.620
2026-06-12T14:22:47+05:30,3.004,0.000,42.000,16.160,51.000,210.000,45.000,14.707,58.900,52.600,58.800,25.500,29.300,29.900,89.900,23.500,59.200,42.300,34.300,65.700,48.400,43.200,42.100,24.000,33.300,71.700,35.400,69.700,26.500,31.600,35.100,46.500,14.922,42.426,5.090,0.000,0.035,3188.613,4437.304
2026-06-12T14:22:48+05:30,4.003,0.000,42.000,16.130,51.000,210.000,45.100,14.570,34.000,84.800,52.100,55.700,37.100,30.900,38.800,40.200,56.100,48.000,44.900,35.700,36.100,46.900,47.400,57.000,56.600,32.700,33.300,51.500,32.300,64.600,38.500,26.800,14.960,42.392,5.090,0.000,0.012,2060.767,1642.511
2026-06-12T14:22:49+05:30,5.003,0.000,42.000,16.300,51.000,210.000,42.600,14.570,42.900,37.200,46.300,21.400,32.300,70.100,33.000,51.000,65.300,45.400,37.100,22.700,46.900,49.000,53.500,90.000,30.600,36.400,27.700,57.400,24.500,35.100,24.700,40.800,14.909,42.442,5.090,0.000,0.004,2202.966,2005.824
2026-06-12T14:22:50+05:30,6.004,0.000,42.000,16.370,51.000,210.000,46.400,14.570,46.300,57.300,36.500,49.000,70.400,47.900,88.000,20.600,29.000,23.700,38.100,41.400,46.900,39.200,29.600,57.300,67.400,55.700,21.600,74.700,45.000,31.300,61.600,30.900,14.884,42.466,5.090,0.000,2.394,2002.013,1646.527
2026-06-12T14:22:51+05:30,7.003,0.000,42.000,16.340,51.000,210.000,45.600,14.570,50.000,41.200,44.900,48.500,38.400,38.400,81.400,38.900,39.200,27.600,66.700,39.800,32.300,32.300,46.900,45.400,43.300,68.700,48.000,68.000,53.600,38.500,25.500,41.200,14.814,42.536,5.090,0.086,0.180,1842.070,1673.193
2026-06-12T14:22:52+05:30,8.003,0.000,42.000,16.290,51.000,210.000,45.000,14.570,40.200,42.700,35.100,59.800,35.400,44.900,54.500,46.400,60.600,54.200,48.400,69.700,34.700,45.800,40.800,34.700,52.000,33.000,58.200,36.700,39.200,40.400,38.100,33.000,14.877,42.472,5.090,0.004,0.012,2055.519,1665.009
2026-06-12T14:22:53+05:30,9.003,0.000,42.000,16.190,51.000,210.000,46.800,15.886,66.700,53.100,53.100,53.100,57.000,29.300,42.700,50.000,48.000,38.400,62.000,88.100,38.900,50.500,50.000,51.500,44.400,39.400,30.600,40.600,23.700,45.800,32.000,32.700,14.988,42.361,5.090,0.000,0.004,2215.803,1996.540
